TransactionID,UserID,Amount,Timestamp,Location,DeviceID,TransactionType,FraudLabel
TXN303,U303,55000.00,2025-10-13T02:15:00Z,Pune,DEV-303,Transfer,1
TXN304,U304,730.00,2025-10-14T09:35:00Z,Kolkata,DEV-304,P2P,0
TXN305,U305,1780.00,2025-10-14T16:10:00Z,Mumbai,DEV-305,BillPay,0
TXN306,U306,47500.00,2025-10-14T21:55:00Z,Delhi,DEV-306,Withdrawal,1
TXN307,U307,190.00,2025-10-15T07:20:00Z,Bangalore,DEV-307,Recharge,0
TXN308,U308,3880.00,2025-10-15T12:50:00Z,Chennai,DEV-308,Merchant,0
TXN309,U309,68500.00,2025-10-15T03:10:00Z,Hyderabad,DEV-309,Online,1
TXN310,U310,1050.00,2025-10-16T10:45:00Z,Pune,DEV-310,P2P,0
TXN311,U311,2550.00,2025-10-16T15:40:00Z,Kolkata,DEV-311,BillPay,0
TXN312,U312,36500.00,2025-10-16T20:35:00Z,Mumbai,DEV-312,Transfer,1
TXN313,U313,135.00,2025-10-17T08:00:00Z,Delhi,DEV-313,Recharge,0
TXN314,U314,4580.00,2025-10-17T13:25:00Z,Bangalore,DEV-314,Merchant,0
TXN315,U315,61000.00,2025-10-17T01:15:00Z,Chennai,DEV-315,Withdrawal,1
TXN316,U316,790.00,2025-10-18T11:15:00Z,Hyderabad,DEV-316,P2P,0
TXN317,U317,2020.00,2025-10-18T17:50:00Z,Pune,DEV-317,BillPay,0
TXN318,U318,43000.00,2025-10-18T23:05:00Z,Kolkata,DEV-318,Online,1
TXN319,U319,280.00,2025-10-19T06:05:00Z,Mumbai,DEV-319,Recharge,0
TXN320,U320,3720.00,2025-10-19T14:35:00Z,Delhi,DEV-320,Merchant,0
TXN321,U321,57000.00,2025-10-19T02:30:00Z,Bangalore,DEV-321,Transfer,1
TXN322,U322,670.00,2025-10-20T09:55:00Z,Chennai,DEV-322,P2P,0
TXN323,U323,1860.00,2025-10-20T16:25:00Z,Hyderabad,DEV-323,BillPay,0
TXN324,U324,39000.00,2025-10-20T21:10:00Z,Pune,DEV-324,Withdrawal,1
TXN325,U325,215.00,2025-10-21T07:40:00Z,Kolkata,DEV-325,Recharge,0
TXN326,U326,4420.00,2025-10-21T12:15:00Z,Mumbai,DEV-326,Merchant,0
TXN327,U327,50000.00,2025-10-21T00:45:00Z,Delhi,DEV-327,Online,1
TXN328,U328,920.00,2025-10-22T10:30:00Z,Bangalore,DEV-328,P2P,0
TXN329,U329,2380.00,2025-10-22T15:05:00Z,Chennai,DEV-329,BillPay,0
TXN330,U330,29000.00,2025-10-22T19:50:00Z,Hyderabad,DEV-330,Transfer,1
TXN331,U331,155.00,2025-10-23T08:25:00Z,Pune,DEV-331,Recharge,0
TXN332,U332,3620.00,2025-10-23T13:55:00Z,Kolkata,DEV-332,Merchant,0
TXN333,U333,66500.00,2025-10-23T03:40:00Z,Mumbai,DEV-333,Withdrawal,1
TXN334,U334,750.00,2025-10-24T11:40:00Z,Delhi,DEV-334,P2P,0
TXN335,U335,1720.00,2025-10-24T17:20:00Z,Bangalore,DEV-335,BillPay,0
TXN336,U336,34500.00,2025-10-24T22:05:00Z,Chennai,DEV-336,Online,1
TXN337,U337,350.00,2025-10-25T06:35:00Z,Hyderabad,DEV-337,Recharge,0
TXN338,U338,4080.00,2025-10-25T14:10:00Z,Pune,DEV-338,Merchant,0
TXN339,U339,54000.00,2025-10-25T01:55:00Z,Kolkata,DEV-339,Transfer,1
TXN340,U340,1080.00,2025-10-26T09:20:00Z,Mumbai,DEV-340,P2P,0
TXN341,U341,2680.00,2025-10-26T16:45:00Z,Delhi,DEV-341,BillPay,0
TXN342,U342,46000.00,2025-10-26T21:30:00Z,Bangalore,DEV-342,Withdrawal,1
TXN343,U343,200.00,2025-10-27T07:15:00Z,Chennai,DEV-343,Recharge,0
TXN344,U344,3850.00,2025-10-27T12:40:00Z,Hyderabad,DEV-344,Merchant,0
TXN345,U345,62000.00,2025-10-27T02:55:00Z,Pune,DEV-345,Online,1
TXN346,U346,630.00,2025-10-28T10:10:00Z,Kolkata,DEV-346,P2P,0
TXN347,U347,1980.00,2025-10-28T15:35:00Z,Mumbai,DEV-347,BillPay,0
TXN348,U348,40000.00,2025-10-28T20:25:00Z,Delhi,DEV-348,Transfer,1
TXN349,U349,270.00,2025-10-29T08:50:00Z,Bangalore,DEV-349,Recharge,0
TXN350,U350,4320.00,2025-10-29T13:30:00Z,Chennai,DEV-350,Merchant,0
TXN351,U351,700.00,2025-10-29T11:00:00Z,Hyderabad,DEV-351,P2P,0
TXN352,U352,58000.00,2025-10-29T23:45:00Z,Pune,DEV-352,Withdrawal,1
TXN353,U353,940.00,2025-10-30T11:35:00Z,Kolkata,DEV-353,P2P,0
TXN354,U354,2180.00,2025-10-30T17:10:00Z,Mumbai,DEV-354,BillPay,0
TXN355,U355,32000.00,2025-10-30T22:00:00Z,Delhi,DEV-355,Online,1
TXN356,U356,180.00,2025-10-31T06:55:00Z,Bangalore,DEV-356,Recharge,0
TXN357,U357,3980.00,2025-10-31T14:20:00Z,Chennai,DEV-357,Merchant,0
TXN358,U358,51000.00,2025-10-31T01:10:00Z,Hyderabad,DEV-358,Transfer,1
TXN359,U359,580.00,2025-11-01T09:45:00Z,Pune,DEV-359,P2P,0
TXN360,U360,1650.00,2025-11-01T16:00:00Z,Kolkata,DEV-360,BillPay,0
TXN361,U361,44000.00,2025-11-01T21:45:00Z,Mumbai,DEV-361,Withdrawal,1
TXN362,U362,320.00,2025-11-02T07:30:00Z,Delhi,DEV-362,Recharge,0
TXN363,U363,4550.00,2025-11-02T12:55:00Z,Bangalore,DEV-363,Merchant,0
TXN364,U364,65000.00,2025-11-02T03:20:00Z,Chennai,DEV-364,Online,1
TXN365,U365,1010.00,2025-11-03T10:00:00Z,Hyderabad,DEV-365,P2P,0
TXN366,U366,2480.00,2025-11-03T15:25:00Z,Pune,DEV-366,BillPay,0
TXN367,U367,38500.00,2025-11-03T20:15:00Z,Kolkata,DEV-367,Transfer,1
TXN368,U368,145.00,2025-11-04T08:05:00Z,Mumbai,DEV-368,Recharge,0
TXN369,U369,3720.00,2025-11-04T13:35:00Z,Delhi,DEV-369,Merchant,0
TXN370,U370,56000.00,2025-11-04T02:05:00Z,Bangalore,DEV-370,Withdrawal,1
TXN371,U371,850.00,2025-11-05T11:50:00Z,Chennai,DEV-371,P2P,0
TXN372,U372,1820.00,2025-11-05T17:30:00Z,Hyderabad,DEV-372,BillPay,0
TXN373,U373,48500.00,2025-11-05T22:20:00Z,Pune,DEV-373,Online,1
TXN374,U374,240.00,2025-11-06T06:20:00Z,Kolkata,DEV-374,Recharge,0
TXN375,U375,4180.00,2025-11-06T14:45:00Z,Mumbai,DEV-375,Merchant,0
TXN376,U376,60000.00,2025-11-06T00:35:00Z,Delhi,DEV-376,Transfer,1
TXN377,U377,680.00,2025-11-07T09:30:00Z,Bangalore,DEV-377,P2P,0
TXN378,U378,2150.00,2025-11-07T16:05:00Z,Chennai,DEV-378,BillPay,0
TXN379,U379,35500.00,2025-11-07T21:00:00Z,Hyderabad,DEV-379,Withdrawal,1
TXN380,U380,195.00,2025-11-08T07:50:00Z,Pune,DEV-380,Recharge,0
TXN381,U381,3880.00,2025-11-08T12:25:00Z,Kolkata,DEV-381,Merchant,0
TXN382,U382,69500.00,2025-11-08T03:30:00Z,Mumbai,DEV-382,Online,1
TXN383,U383,990.00,2025-11-09T10:15:00Z,Delhi,DEV-383,P2P,0
TXN384,U384,2580.00,2025-11-09T15:50:00Z,Bangalore,DEV-384,BillPay,0
TXN385,U385,42000.00,2025-11-09T20:40:00Z,Chennai,DEV-385,Transfer,1
TXN386,U386,115.00,2025-11-10T08:35:00Z,Hyderabad,DEV-386,Recharge,0
TXN387,U387,4480.00,2025-11-10T13:10:00Z,Pune,DEV-387,Merchant,0
TXN388,U388,53000.00,2025-11-10T01:45:00Z,Kolkata,DEV-388,Withdrawal,1
TXN389,U389,750.00,2025-11-11T11:20:00Z,Mumbai,DEV-389,P2P,0
TXN390,U390,1980.00,2025-11-11T17:00:00Z,Delhi,DEV-390,BillPay,0
TXN391,U391,30000.00,2025-11-11T21:55:00Z,Bangalore,DEV-391,Online,1
TXN392,U392,340.00,2025-11-12T06:45:00Z,Chennai,DEV-392,Recharge,0
TXN393,U393,3650.00,2025-11-12T14:30:00Z,Hyderabad,DEV-393,Merchant,0
TXN394,U394,58500.00,2025-11-12T02:20:00Z,Pune,DEV-394,Transfer,1
TXN395,U395,1120.00,2025-11-13T09:10:00Z,Kolkata,DEV-395,P2P,0
TXN396,U396,2320.00,2025-11-13T16:40:00Z,Mumbai,DEV-396,BillPay,0
TXN397,U397,47000.00,2025-11-13T22:30:00Z,Delhi,DEV-397,Withdrawal,1
TXN398,U398,205.00,2025-11-14T07:25:00Z,Bangalore,DEV-398,Recharge,0
TXN399,U399,4050.00,2025-11-14T12:00:00Z,Chennai,DEV-399,Merchant,0
TXN400,U400,63000.00,2025-11-14T03:15:00Z,Hyderabad,DEV-400,Online,1
TXN401,U401,640.00,2025-11-15T10:40:00Z,Pune,DEV-401,P2P,0
TXN402,U402,1720.00,2025-11-15T15:20:00Z,Kolkata,DEV-402,BillPay,0
TXN403,U403,37500.00,2025-11-15T20:10:00Z,Mumbai,DEV-403,Transfer,1
TXN404,U404,285.00,2025-11-16T08:15:00Z,Delhi,DEV-404,Recharge,0
TXN405,U405,4350.00,2025-11-16T13:45:00Z,Bangalore,DEV-405,Merchant,0
TXN406,U406,54500.00,2025-11-16T01:30:00Z,Chennai,DEV-406,Withdrawal,1
TXN407,U407,1050.00,2025-11-17T11:55:00Z,Hyderabad,DEV-407,P2P,0
TXN408,U408,2650.00,2025-11-17T17:25:00Z,Pune,DEV-408,BillPay,0
TXN409,U409,44500.00,2025-11-17T22:15:00Z,Kolkata,DEV-409,Online,1
TXN410,U410,160.00,2025-11-18T06:10:00Z,Mumbai,DEV-410,Recharge,0
TXN411,U411,3780.00,2025-11-18T14:50:00Z,Delhi,DEV-411,Merchant,0
TXN412,U412,67000.00,2025-11-18T02:45:00Z,Bangalore,DEV-412,Transfer,1
TXN413,U413,810.00,2025-11-19T09:25:00Z,Chennai,DEV-413,P2P,0
TXN414,U414,2080.00,2025-11-19T16:55:00Z,Hyderabad,DEV-414,BillPay,0
TXN415,U415,33000.00,2025-11-19T21:40:00Z,Pune,DEV-415,Withdrawal,1
TXN416,U416,230.00,2025-11-20T07:05:00Z,Kolkata,DEV-416,Recharge,0
TXN417,U417,4620.00,2025-11-20T12:35:00Z,Mumbai,DEV-417,Merchant,0
TXN418,U418,59500.00,2025-11-20T00:20:00Z,Delhi,DEV-418,Online,1
TXN419,U419,720.00,2025-11-21T10:05:00Z,Bangalore,DEV-419,P2P,0
TXN420,U420,1880.00,2025-11-21T15:40:00Z,Chennai,DEV-420,BillPay,0
TXN421,U421,40500.00,2025-11-21T20:30:00Z,Hyderabad,DEV-421,Transfer,1
TXN422,U422,365.00,2025-11-22T08:45:00Z,Pune,DEV-422,Recharge,0
TXN423,U423,3920.00,2025-11-22T13:20:00Z,Kolkata,DEV-423,Merchant,0
TXN424,U424,52500.00,2025-11-22T03:05:00Z,Mumbai,DEV-424,Withdrawal,1
TXN425,U425,980.00,2025-11-23T11:30:00Z,Delhi,DEV-425,P2P,0
TXN426,U426,2450.00,2025-11-23T17:05:00Z,Bangalore,DEV-426,BillPay,0
TXN427,U427,36000.00,2025-11-23T21:50:00Z,Chennai,DEV-427,Online,1
TXN428,U428,175.00,2025-11-24T06:40:00Z,Hyderabad,DEV-428,Recharge,0
TXN429,U429,4280.00,2025-11-24T14:15:00Z,Pune,DEV-429,Merchant,0
TXN430,U430,64000.00,2025-11-24T01:00:00Z,Kolkata,DEV-430,Transfer,1
TXN431,U431,650.00,2025-11-25T09:50:00Z,Mumbai,DEV-431,P2P,0
TXN432,U432,1750.00,2025-11-25T16:25:00Z,Delhi,DEV-432,BillPay,0
TXN433,U433,49000.00,2025-11-25T22:35:00Z,Bangalore,DEV-433,Withdrawal,1
TXN434,U434,310.00,2025-11-26T07:35:00Z,Chennai,DEV-434,Recharge,0
TXN435,U435,3580.00,2025-11-26T12:10:00Z,Hyderabad,DEV-435,Merchant,0
TXN436,U436,57500.00,2025-11-26T02:25:00Z,Pune,DEV-436,Online,1
TXN437,U437,1140.00,2025-11-27T10:25:00Z,Kolkata,DEV-437,P2P,0
TXN438,U438,2780.00,2025-11-27T15:00:00Z,Mumbai,DEV-438,BillPay,0
TXN439,U439,41500.00,2025-11-27T19:45:00Z,Delhi,DEV-439,Transfer,1
TXN440,U440,125.00,2025-11-28T08:20:00Z,Bangalore,DEV-440,Recharge,0
TXN441,U441,4150.00,2025-11-28T13:50:00Z,Chennai,DEV-441,Merchant,0
TXN442,U442,55500.00,2025-11-28T03:35:00Z,Hyderabad,DEV-442,Withdrawal,1
TXN443,U443,870.00,2025-11-29T11:10:00Z,Pune,DEV-443,P2P,0
TXN444,U444,2150.00,2025-11-29T17:45:00Z,Kolkata,DEV-444,BillPay,0
TXN445,U445,32500.00,2025-11-29T22:25:00Z,Mumbai,DEV-445,Online,1
TXN446,U446,255.00,2025-11-30T06:15:00Z,Delhi,DEV-446,Recharge,0
TXN447,U447,3850.00,2025-11-30T14:40:00Z,Bangalore,DEV-447,Merchant,0
TXN448,U448,68000.00,2025-11-30T00:50:00Z,Chennai,DEV-448,Transfer,1
TXN449,U449,780.00,2025-12-01T09:15:00Z,Hyderabad,DEV-449,P2P,0
TXN450,U450,1920.00,2025-12-01T16:50:00Z,Pune,DEV-450,BillPay,0
TXN451,U451,1200.00,2025-12-01T14:30:00Z,Kolkata,DEV-451,P2P,0
TXN452,U452,45000.00,2025-12-01T21:15:00Z,Mumbai,DEV-452,Withdrawal,1
TXN453,U453,380.00,2025-12-02T07:55:00Z,Delhi,DEV-453,Recharge,0
TXN454,U454,4480.00,2025-12-02T12:30:00Z,Bangalore,DEV-454,Merchant,0
TXN455,U455,61500.00,2025-12-02T02:10:00Z,Chennai,DEV-455,Online,1
TXN456,U456,1020.00,2025-12-03T10:50:00Z,Hyderabad,DEV-456,P2P,0
TXN457,U457,2580.00,2025-12-03T15:35:00Z,Pune,DEV-457,BillPay,0
TXN458,U458,38000.00,2025-12-03T20:20:00Z,Kolkata,DEV-458,Transfer,1
TXN459,U459,190.00,2025-12-04T08:40:00Z,Mumbai,DEV-459,Recharge,0
TXN460,U460,3680.00,2025-12-04T13:05:00Z,Delhi,DEV-460,Merchant,0
TXN461,U461,53500.00,2025-12-04T01:25:00Z,Bangalore,DEV-461,Withdrawal,1
TXN462,U462,690.00,2025-12-05T11:45:00Z,Chennai,DEV-462,P2P,0
TXN463,U463,1850.00,2025-12-05T17:20:00Z,Hyderabad,DEV-463,BillPay,0
TXN464,U464,48000.00,2025-12-05T22:05:00Z,Pune,DEV-464,Online,1
TXN465,U465,295.00,2025-12-06T06:30:00Z,Kolkata,DEV-465,Recharge,0
TXN466,U466,4220.00,2025-12-06T14:55:00Z,Mumbai,DEV-466,Merchant,0
TXN467,U467,66000.00,2025-12-06T03:45:00Z,Delhi,DEV-467,Transfer,1
TXN468,U468,920.00,2025-12-07T09:40:00Z,Bangalore,DEV-468,P2P,0
TXN469,U469,2380.00,2025-12-07T16:15:00Z,Chennai,DEV-469,BillPay,0
TXN470,U470,34000.00,2025-12-07T21:00:00Z,Hyderabad,DEV-470,Withdrawal,1
TXN471,U471,145.00,2025-12-08T07:10:00Z,Pune,DEV-471,Recharge,0
TXN472,U472,3950.00,2025-12-08T12:45:00Z,Kolkata,DEV-472,Merchant,0
TXN473,U473,59000.00,2025-12-08T02:00:00Z,Mumbai,DEV-473,Online,1
TXN474,U474,760.00,2025-12-09T10:20:00Z,Delhi,DEV-474,P2P,0
TXN475,U475,2020.00,2025-12-09T15:55:00Z,Bangalore,DEV-475,BillPay,0
TXN476,U476,42500.00,2025-12-09T20:40:00Z,Chennai,DEV-476,Transfer,1
TXN477,U477,340.00,2025-12-10T08:25:00Z,Hyderabad,DEV-477,Recharge,0
TXN478,U478,4550.00,2025-12-10T13:00:00Z,Pune,DEV-478,Merchant,0
TXN479,U479,51500.00,2025-12-10T00:15:00Z,Kolkata,DEV-479,Withdrawal,1
TXN480,U480,1080.00,2025-12-11T11:30:00Z,Mumbai,DEV-480,P2P,0
TXN481,U481,2720.00,2025-12-11T17:50:00Z,Delhi,DEV-481,BillPay,0
TXN482,U482,29500.00,2025-12-11T22:35:00Z,Bangalore,DEV-482,Online,1
TXN483,U483,215.00,2025-12-12T06:50:00Z,Chennai,DEV-483,Recharge,0
TXN484,U484,3750.00,2025-12-12T14:25:00Z,Hyderabad,DEV-484,Merchant,0
TXN485,U485,64500.00,2025-12-12T01:40:00Z,Pune,DEV-485,Transfer,1
TXN486,U486,640.00,2025-12-13T09:05:00Z,Kolkata,DEV-486,P2P,0
TXN487,U487,1780.00,2025-12-13T16:35:00Z,Mumbai,DEV-487,BillPay,0
TXN488,U488,47500.00,2025-12-13T21:20:00Z,Delhi,DEV-488,Withdrawal,1
TXN489,U489,405.00,2025-12-14T07:45:00Z,Bangalore,DEV-489,Recharge,0
TXN490,U490,4080.00,2025-12-14T12:20:00Z,Chennai,DEV-490,Merchant,0
TXN491,U491,56000.00,2025-12-14T03:25:00Z,Hyderabad,DEV-491,Online,1
TXN492,U492,950.00,2025-12-15T10:55:00Z,Pune,DEV-492,P2P,0
TXN493,U493,2480.00,2025-12-15T15:30:00Z,Kolkata,DEV-493,BillPay,0
TXN494,U494,39500.00,2025-12-15T20:15:00Z,Mumbai,DEV-494,Transfer,1
TXN495,U495,175.00,2025-12-16T08:00:00Z,Delhi,DEV-495,Recharge,0
TXN496,U496,4320.00,2025-12-16T13:40:00Z,Bangalore,DEV-496,Merchant,0
TXN497,U497,62500.00,2025-12-16T02:35:00Z,Chennai,DEV-497,Withdrawal,1
TXN498,U498,720.00,2025-12-17T11:15:00Z,Hyderabad,DEV-498,P2P,0
TXN499,U499,2180.00,2025-12-17T17:45:00Z,Pune,DEV-499,BillPay,0
TXN500,U500,45500.00,2025-12-17T22:30:00Z,Kolkata,DEV-500,Online,1
